location_type,climate_zone,household_size,monthly_income,electricity_kwh,natural_gas_kwh,lpg_kg,solar_kwh,renewable_energy_percent,car_km,car_fuel_efficiency,petrol_liters,diesel_liters,motorcycle_km,ev_km,ev_charging_kwh,public_transport_percent,bus_km,train_km,flight_hours,flight_distance_km,diet_type,beef_meals_month,dairy_servings_month,food_waste_kg,local_food_percent,total_waste_kg,recycled_waste_percent,composted_waste_percent,plastic_waste_kg,paper_waste_kg,home_size_sqft,ac_hours_month,heating_hours_month,shopping_trips_month,clothing_items_month,electronics_items_year,tree_planting_year,carbon_emission_kg
suburban,hot,2.0,42587.79,396.05,67.23,1.14,0.0,0.0,0.0,14.86,0.0,0.0,502.18,0.0,0.0,17.38,75.85,42.23,3.07,2420.38,mixed,2.0,17.0,3.93,59.49,8.47,82.45,33.7,0.76,1.5,1486.37,90.96,12.51,3.0,2.0,0.0,5.0,807.24
suburban,cool,2.0,29579.29,229.31,107.72,7.78,0.0,4.71,279.74,13.67,10.04,,,0.0,0.0,40.57,160.99,531.93,0.79,529.35,vegetarian,0.0,21.0,4.74,47.3,9.83,48.89,28.45,,,836.48,77.62,196.39,0.0,1.0,1.0,3.0,469.89
rural,moderate,4.0,18892.23,280.12,49.43,16.31,0.0,0.0,275.68,18.29,9.63,5.45,303.01,0.0,0.0,0.14,1.32,159.44,2.1,1547.83,vegan,0.0,0.0,0.88,78.5,10.87,45.64,15.53,1.68,1.7,1158.59,,,1.0,2.0,1.0,0.0,640.26
urban,hot,3.0,44260.01,150.84,91.69,16.03,214.4,100.0,623.06,20.71,25.42,4.66,0.0,0.0,0.0,29.36,45.04,17.34,1.02,817.95,vegetarian,0.0,27.0,1.15,50.87,22.22,36.58,28.68,3.47,3.94,1030.72,151.64,1.84,1.0,3.0,2.0,1.0,368.79
urban,hot,4.0,16479.42,256.4,25.94,19.85,0.0,0.0,0.0,14.95,0.0,0.0,0.0,0.0,0.0,47.73,167.92,5.24,0.29,235.51,mixed,5.0,22.0,3.6,59.31,21.52,79.6,5.88,2.3,1.48,749.78,260.7,4.84,2.0,2.0,0.0,0.0,497.74
suburban,hot,2.0,16738.85,214.48,,6.47,0.0,4.96,153.24,19.93,4.54,3.15,235.02,0.0,0.0,18.13,17.63,324.35,6.87,5215.13,non_vegetarian,4.0,27.0,1.35,41.26,14.37,58.87,15.3,3.34,2.48,626.47,45.36,1.86,2.0,0.0,1.0,0.0,1382.94
rural,cool,4.0,75439.14,271.49,248.14,3.39,0.0,0.0,0.0,13.6,0.0,0.0,840.96,56.43,12.08,31.06,165.12,2090.55,0.76,569.43,vegan,0.0,0.0,4.02,41.43,28.68,65.79,30.65,7.08,5.5,1216.22,9.83,106.62,4.0,2.0,2.0,3.0,532.4
urban,hot,6.0,17488.85,678.85,24.55,14.31,314.89,42.98,576.33,14.48,20.29,19.52,455.76,0.0,0.0,73.63,,63.55,1.84,1454.77,vegetarian,0.0,25.0,12.09,36.81,14.97,50.74,7.88,2.16,1.16,1681.31,,2.63,2.0,,1.0,0.0,847.89
urban,moderate,5.0,37346.18,248.39,26.36,15.03,0.0,7.76,0.0,12.08,0.0,0.0,926.92,0.0,0.0,53.93,114.08,74.79,10.22,7564.85,mixed,3.0,16.0,7.12,81.69,39.96,82.92,21.67,,2.99,978.31,10.83,4.35,0.0,1.0,1.0,0.0,1768.4
urban,moderate,7.0,18777.8,278.85,265.19,10.96,0.0,1.55,1044.04,15.76,44.5,21.73,262.43,0.0,,64.51,116.62,61.02,0.86,698.93,vegetarian,0.0,16.0,8.54,73.8,37.8,51.09,,6.63,7.41,1883.62,12.75,7.15,3.0,0.0,0.0,3.0,671.97
urban,hot,3.0,65398.52,294.59,26.17,8.86,0.0,8.82,0.0,15.72,0.0,0.0,671.12,0.0,0.0,49.2,,46.88,3.2,2105.76,mixed,2.0,18.0,4.41,17.47,16.62,49.4,40.77,2.24,2.19,1129.11,83.04,3.14,5.0,0.0,0.0,1.0,816.95
rural,hot,1.0,30987.53,137.64,50.37,7.44,0.0,0.0,658.1,14.15,,9.97,348.31,0.0,0.0,0.0,0.0,133.37,0.84,625.82,mixed,1.0,15.0,2.64,69.2,9.82,56.46,,2.2,1.84,594.51,73.07,,1.0,0.0,1.0,1.0,450.19
urban,hot,2.0,99181.11,211.99,3.57,4.67,0.0,0.0,690.41,20.29,15.96,18.07,191.66,0.0,0.0,44.42,186.74,66.64,0.6,392.29,non_vegetarian,8.0,14.0,4.72,34.53,9.37,23.87,44.87,1.37,1.85,1030.94,109.43,3.9,6.0,8.0,3.0,1.0,602.07
urban,cool,5.0,44032.68,384.36,268.53,5.46,0.0,0.0,0.0,12.9,0.0,0.0,0.0,,0.0,53.01,639.37,52.43,0.68,510.94,mixed,4.0,20.0,12.14,82.96,13.95,61.62,65.21,2.88,1.21,700.84,3.35,13.21,2.0,4.0,0.0,1.0,649.66
urban,,3.0,36438.25,413.06,59.9,5.88,0.0,8.18,0.0,9.89,0.0,0.0,0.0,0.0,0.0,89.49,262.15,,3.15,2397.1,non_vegetarian,5.0,,4.41,53.4,17.62,,48.23,3.28,1.76,,,7.9,1.0,1.0,1.0,0.0,964.8
rural,hot,4.0,8000.0,,14.84,10.05,333.37,100.0,0.0,13.46,0.0,0.0,0.0,314.09,48.82,19.75,42.02,41.3,4.22,2886.3,mixed,2.0,18.0,6.53,32.96,13.58,23.29,11.02,1.68,0.75,303.02,303.17,5.12,1.0,1.0,0.0,1.0,697.93
urban,moderate,4.0,65825.99,172.65,248.23,,0.0,0.0,247.47,17.6,10.22,3.84,0.0,0.0,0.0,64.52,65.94,425.6,6.86,5124.01,mixed,2.0,19.0,3.93,18.23,32.91,41.92,50.07,7.08,3.08,924.83,1.33,9.61,4.0,0.0,1.0,1.0,1276.08
urban,hot,4.0,28541.33,181.4,16.54,8.56,0.0,0.86,0.0,11.65,0.0,0.0,131.19,0.0,0.0,57.78,351.31,175.11,1.55,1132.17,vegetarian,0.0,16.0,11.14,46.16,18.0,57.88,16.26,2.54,3.33,1707.04,44.9,4.72,0.0,1.0,2.0,2.0,437.57
rural,hot,1.0,13681.79,157.52,138.46,13.79,0.0,1.39,396.33,14.69,20.05,6.92,114.54,734.57,116.16,7.36,20.34,33.42,2.63,2217.76,mixed,4.0,27.0,1.38,58.74,2.97,68.35,2.56,0.48,0.16,1005.86,69.34,8.83,0.0,2.0,0.0,1.0,811.45
urban,cool,4.0,44807.62,193.36,453.84,6.46,0.0,6.7,0.0,16.4,0.0,0.0,712.03,0.0,0.0,62.17,51.43,28.07,2.23,1458.5,non_vegetarian,12.0,29.0,14.01,44.19,23.84,89.03,24.8,2.86,1.55,1053.85,12.76,102.31,1.0,0.0,0.0,2.0,738.52
rural,cool,4.0,23354.49,904.13,566.7,5.62,0.0,,0.0,11.08,0.0,0.0,36.69,536.95,105.46,15.71,105.9,145.4,0.64,527.02,vegetarian,0.0,20.0,8.62,54.53,59.69,66.92,10.01,7.02,9.02,753.4,,49.61,0.0,1.0,2.0,1.0,917.59
urban,moderate,2.0,41058.36,365.25,31.97,2.04,0.0,0.28,0.0,19.8,0.0,0.0,219.27,0.0,,18.39,18.02,304.09,,1465.58,vegetarian,0.0,15.0,2.34,31.27,7.25,73.01,8.48,0.89,0.66,970.24,84.43,17.15,1.0,3.0,0.0,1.0,627.92
urban,cool,1.0,,177.58,685.73,10.99,0.0,1.07,0.0,15.35,0.0,0.0,119.36,0.0,0.0,59.14,125.55,203.79,1.14,959.24,vegetarian,0.0,17.0,2.19,59.91,11.66,71.4,49.9,1.13,1.8,250.0,21.17,31.42,3.0,3.0,1.0,1.0,532.22
urban,cool,3.0,143602.26,164.82,138.07,2.91,0.0,1.48,209.99,11.39,11.67,6.76,189.3,0.0,0.0,9.76,,195.92,0.83,682.08,,0.0,17.0,9.34,55.53,10.59,77.59,39.08,1.46,1.97,,11.58,37.69,3.0,5.0,1.0,1.0,463.32
urban,hot,3.0,79580.07,190.54,46.54,13.89,0.0,0.66,397.81,13.71,18.25,10.78,298.79,146.75,25.38,,29.9,1352.7,5.15,4012.19,mixed,1.0,27.0,9.93,87.31,12.53,65.79,19.75,1.09,1.23,843.13,219.0,1.49,2.0,3.0,2.0,2.0,1245.81
urban,moderate,4.0,20130.86,172.65,7.67,8.81,0.0,5.83,0.0,12.45,,0.0,30.31,0.0,0.0,43.91,23.84,5.25,1.97,1643.29,mixed,1.0,20.0,5.36,24.55,32.74,46.98,40.73,7.97,1.98,1066.35,71.71,5.03,4.0,0.0,0.0,3.0,516.08
urban,moderate,5.0,27555.49,243.49,30.01,14.44,0.0,1.23,0.0,14.04,0.0,0.0,0.0,0.0,0.0,11.81,25.42,55.12,0.73,551.61,mixed,3.0,17.0,11.48,44.3,10.15,78.62,7.13,1.27,1.34,1318.78,15.78,5.93,1.0,1.0,1.0,1.0,454.37
rural,hot,6.0,43181.05,452.43,19.65,7.37,0.0,0.0,249.92,16.7,,3.95,120.14,0.0,0.0,23.17,91.92,165.62,1.82,1399.23,mixed,3.0,14.0,11.02,64.56,24.94,77.64,30.47,2.42,1.71,1754.08,226.77,9.1,1.0,5.0,1.0,1.0,787.17
,cool,2.0,200195.5,,218.14,2.65,0.0,0.0,0.0,15.21,0.0,0.0,,169.15,38.85,73.56,152.16,226.58,5.18,3498.23,vegan,0.0,0.0,1.68,38.13,6.98,35.09,37.62,1.19,0.56,1152.43,17.29,102.66,9.0,5.0,6.0,0.0,1004.43
urban,moderate,2.0,190202.39,154.29,35.81,2.7,0.0,0.0,0.0,14.65,0.0,0.0,396.62,0.0,0.0,64.54,386.36,406.23,5.67,4496.25,non_vegetarian,7.0,26.0,10.48,66.69,4.28,28.11,64.32,1.03,0.44,690.85,34.25,0.42,5.0,3.0,3.0,1.0,1108.21
urban,moderate,3.0,19559.09,294.94,157.56,,0.0,0.0,0.0,23.5,0.0,0.0,573.02,127.55,27.83,25.61,39.53,62.94,0.55,363.06,vegetarian,0.0,19.0,5.68,82.68,8.79,77.0,16.54,1.77,0.8,929.57,23.62,0.52,1.0,1.0,1.0,2.0,478.65
urban,moderate,2.0,84006.69,109.36,78.74,17.64,0.0,0.0,946.95,11.06,41.9,43.69,0.0,0.0,0.0,26.95,45.9,28.65,0.08,59.1,vegetarian,0.0,16.0,3.34,10.65,3.72,33.09,24.01,0.52,0.64,263.44,7.25,2.36,2.0,4.0,0.0,1.0,432.51
rural,hot,1.0,70006.35,182.57,14.93,3.76,0.0,0.0,0.0,16.98,0.0,0.0,285.0,0.0,0.0,0.0,0.0,502.09,3.21,,non_vegetarian,8.0,16.0,0.91,58.77,2.29,47.44,11.79,0.38,0.12,647.7,139.71,7.47,1.0,5.0,1.0,4.0,702.59
rural,hot,7.0,17649.57,265.55,13.71,9.13,,46.14,0.0,11.47,,0.0,301.97,1153.38,206.62,15.26,76.21,,0.22,163.96,non_vegetarian,9.0,19.0,4.0,68.54,36.48,20.1,4.94,7.77,4.12,1164.97,134.31,0.38,0.0,2.0,0.0,0.0,625.09
suburban,hot,4.0,18653.78,668.79,185.22,2.7,0.0,3.86,337.68,12.74,14.17,12.32,0.0,0.0,0.0,52.72,345.31,465.51,1.7,1141.5,non_vegetarian,8.0,25.0,1.63,5.21,8.11,69.75,21.04,1.78,1.61,975.29,67.58,7.79,0.0,,0.0,1.0,901.4
rural,hot,4.0,134484.88,256.1,,2.87,0.0,4.42,463.35,17.81,21.96,4.06,0.0,0.0,0.0,17.4,140.06,19.81,0.22,146.8,vegan,0.0,0.0,3.02,67.96,14.69,73.41,10.81,2.04,2.75,976.69,119.99,0.57,,5.0,3.0,2.0,356.15
rural,hot,5.0,36799.02,511.18,49.69,3.07,0.0,2.48,779.96,13.21,40.72,18.31,343.43,0.0,0.0,38.05,83.11,103.63,6.58,4393.08,mixed,3.0,26.0,6.54,67.51,26.91,53.38,50.38,4.88,4.4,1649.31,166.24,2.24,0.0,3.0,1.0,2.0,1422.84
suburban,moderate,1.0,17731.23,169.03,100.65,8.97,127.74,76.59,288.2,13.56,14.26,6.99,0.0,0.0,0.0,0.0,0.0,32.68,0.82,652.66,,0.0,18.0,2.28,59.37,8.3,53.82,,0.86,1.29,361.07,34.89,0.26,,1.0,0.0,0.0,285.83
urban,cool,6.0,38535.78,288.37,,4.51,0.0,0.0,0.0,11.43,0.0,0.0,0.0,198.19,41.76,30.22,185.72,286.34,2.37,1717.73,non_vegetarian,7.0,17.0,3.9,92.58,38.4,63.6,61.65,9.36,6.96,1132.49,34.34,99.42,2.0,1.0,2.0,1.0,815.52
suburban,hot,4.0,12095.4,376.99,7.33,5.54,245.11,55.16,0.0,14.88,0.0,0.0,430.81,0.0,0.0,19.21,21.68,140.92,0.82,605.2,mixed,2.0,15.0,10.91,46.94,7.43,70.86,41.93,1.39,0.49,1589.34,,0.15,1.0,0.0,0.0,1.0,390.65
suburban,cool,2.0,136937.19,82.89,183.75,4.54,0.0,0.0,747.54,15.47,39.6,8.73,1019.18,0.0,0.0,19.98,169.19,7.29,0.37,281.01,vegetarian,0.0,21.0,1.11,31.1,5.46,,21.86,1.0,0.34,533.85,30.56,56.76,6.0,6.0,2.0,0.0,497.57
urban,cool,3.0,23139.32,293.18,249.45,11.36,0.0,3.39,521.15,14.41,19.39,16.78,754.18,0.0,0.0,73.41,640.97,214.54,0.42,322.39,vegetarian,0.0,23.0,6.72,29.42,17.97,11.29,59.31,4.27,2.44,996.17,29.98,38.61,2.0,1.0,0.0,1.0,629.02
urban,cool,2.0,148104.06,251.29,38.98,6.18,0.0,0.0,0.0,14.37,0.0,0.0,175.47,0.0,0.0,25.87,41.52,121.18,0.2,149.44,vegetarian,0.0,23.0,3.71,30.56,4.31,19.79,27.72,0.57,0.48,395.63,20.37,129.08,7.0,2.0,1.0,1.0,307.81
,moderate,6.0,37572.65,269.84,59.57,14.95,185.15,70.71,374.01,17.84,10.65,10.31,68.74,0.0,0.0,51.51,109.76,712.55,4.95,4060.05,mixed,1.0,16.0,5.37,76.07,44.71,79.42,43.16,7.48,7.85,1048.6,2.81,5.51,1.0,2.0,1.0,0.0,1099.79
urban,cool,3.0,113920.97,179.46,124.92,3.52,0.0,0.0,612.08,18.1,19.64,14.17,0.0,1235.97,255.85,24.89,45.34,283.09,2.07,1558.37,mixed,3.0,16.0,,52.99,13.92,76.18,45.57,1.62,1.3,823.17,25.63,55.98,6.0,0.0,1.0,0.0,856.67
urban,hot,6.0,44584.22,276.36,82.1,6.68,,3.5,0.0,15.63,0.0,0.0,113.13,0.0,0.0,18.09,55.65,63.76,0.92,644.8,vegetarian,0.0,18.0,7.96,62.89,23.66,61.77,26.0,2.23,2.06,1293.2,90.85,,4.0,2.0,2.0,2.0,457.68
suburban,hot,2.0,50718.83,115.72,8.52,10.85,0.0,0.56,677.11,11.36,49.98,9.64,0.0,174.05,27.76,7.87,112.92,30.96,0.74,623.61,vegetarian,0.0,18.0,0.59,72.35,,62.25,21.21,1.04,0.34,431.42,122.19,0.54,0.0,3.0,1.0,1.0,449.77
urban,hot,6.0,22423.13,292.49,98.48,7.65,0.0,3.18,212.66,13.68,11.99,3.55,179.31,0.0,0.0,2.0,3.99,152.92,0.17,114.25,mixed,5.0,15.0,18.24,24.79,5.55,57.27,22.8,0.96,1.08,1866.07,110.38,11.77,1.0,1.0,0.0,1.0,526.69
suburban,cool,4.0,,244.69,,,170.65,66.48,218.54,12.58,11.93,5.44,0.0,0.0,0.0,4.64,5.0,83.13,2.45,1826.71,vegetarian,0.0,17.0,6.46,62.22,15.51,87.67,23.62,3.63,,1179.85,21.41,67.45,0.0,2.0,0.0,2.0,610.92
urban,hot,6.0,28720.1,267.18,78.83,,0.0,8.51,0.0,15.8,0.0,0.0,0.0,0.0,0.0,49.2,,34.49,1.06,789.89,vegetarian,0.0,15.0,9.78,46.41,62.34,40.15,19.61,9.76,11.79,1484.5,335.3,10.74,1.0,2.0,1.0,2.0,541.89
suburban,,2.0,40780.04,273.94,275.88,9.64,174.83,56.74,0.0,15.24,0.0,0.0,202.51,0.0,0.0,24.55,196.65,15.92,0.4,265.35,mixed,2.0,18.0,3.84,83.5,3.14,61.32,15.52,0.55,0.27,1003.95,19.0,37.42,1.0,4.0,0.0,1.0,320.08
urban,hot,2.0,59496.89,232.33,3.14,2.7,0.0,0.0,285.95,,10.16,4.14,0.0,0.0,0.0,44.38,68.42,,2.75,1994.94,vegetarian,0.0,18.0,6.83,66.13,11.25,56.4,36.66,2.08,2.19,667.02,169.54,0.58,0.0,2.0,2.0,2.0,687.66
rural,moderate,6.0,27952.83,478.6,127.86,8.47,307.54,64.51,0.0,20.09,0.0,0.0,409.87,0.0,0.0,2.56,3.1,143.24,5.38,4103.1,mixed,5.0,24.0,26.65,26.03,3.37,50.77,36.93,0.4,0.25,1682.09,9.18,5.59,0.0,1.0,,1.0,1141.04
urban,cool,1.0,45911.53,181.85,169.12,12.73,44.51,33.4,0.0,17.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.72,3.29,2251.05,mixed,5.0,22.0,1.24,75.17,5.58,54.1,25.18,1.32,0.78,752.59,8.31,67.06,0.0,4.0,0.0,0.0,681.22
urban,moderate,1.0,12015.19,103.27,,6.41,164.16,100.0,235.45,15.57,,4.11,479.44,0.0,0.0,19.93,18.99,205.62,6.22,4164.66,vegan,0.0,0.0,2.82,52.42,3.76,92.08,23.4,0.31,0.33,884.21,16.77,19.0,1.0,2.0,0.0,2.0,816.35
,moderate,1.0,66863.06,116.75,1.82,4.47,0.0,10.79,0.0,12.79,0.0,0.0,390.39,0.0,0.0,45.1,176.45,159.24,4.52,3252.78,vegan,0.0,0.0,0.79,45.96,7.8,32.43,59.0,1.25,1.15,404.96,,4.46,4.0,0.0,1.0,,796.26
urban,hot,5.0,38043.51,228.58,90.24,15.72,0.0,0.0,0.0,14.39,0.0,0.0,0.0,0.0,0.0,41.25,153.11,227.57,1.25,993.53,vegetarian,0.0,23.0,28.79,31.48,10.01,,45.06,2.1,1.7,1650.5,140.68,0.34,0.0,2.0,0.0,4.0,568.77
urban,moderate,7.0,137763.09,193.99,130.41,15.19,0.0,0.25,0.0,18.94,0.0,0.0,0.0,679.0,159.98,61.2,106.07,485.03,1.34,906.75,mixed,1.0,15.0,11.71,89.55,30.02,68.09,73.31,5.99,1.77,1815.11,10.26,2.83,6.0,3.0,0.0,1.0,595.16
urban,hot,4.0,83196.2,240.03,67.88,6.77,93.86,34.44,432.64,15.38,19.64,8.5,0.0,0.0,0.0,66.84,131.48,230.93,3.94,3203.48,mixed,1.0,19.0,11.98,29.8,11.18,80.88,41.08,2.5,1.21,1007.01,117.68,0.32,3.0,1.0,0.0,3.0,913.2
urban,hot,6.0,27603.91,381.56,12.91,5.43,0.0,0.0,376.66,15.07,15.46,9.53,0.0,0.0,0.0,70.82,344.97,69.55,0.29,238.72,non_vegetarian,5.0,21.0,19.81,14.48,45.35,65.39,53.49,7.29,,1919.05,147.92,8.71,2.0,1.0,1.0,2.0,643.69
suburban,moderate,6.0,55035.56,224.19,10.94,16.48,0.0,10.73,527.26,15.18,20.3,14.45,0.0,0.0,0.0,59.6,181.54,138.64,0.67,516.75,mixed,1.0,20.0,12.94,39.99,19.71,73.42,18.31,3.52,1.03,1238.17,22.84,11.76,3.0,1.0,1.0,1.0,528.91
urban,cool,4.0,40700.47,225.15,122.1,1.27,0.0,1.19,0.0,16.89,0.0,0.0,,0.0,0.0,52.12,119.23,33.83,0.32,228.44,,1.0,18.0,3.36,40.16,,50.89,37.05,2.38,0.84,1323.3,7.84,,1.0,1.0,0.0,2.0,357.7
suburban,cool,4.0,27905.22,441.53,128.77,7.38,92.48,25.42,0.0,15.94,0.0,0.0,150.93,,0.0,36.17,77.93,95.4,3.88,2573.28,vegetarian,0.0,19.0,6.0,48.89,15.37,57.51,6.59,1.28,,813.3,107.39,98.66,2.0,3.0,0.0,3.0,863.95
rural,moderate,2.0,34662.18,159.13,128.45,6.46,0.0,0.0,0.0,,0.0,0.0,228.08,0.0,0.0,0.0,0.0,59.4,0.18,137.1,vegetarian,0.0,24.0,2.04,69.15,4.55,17.16,30.45,0.79,0.81,534.62,5.71,2.52,1.0,3.0,0.0,1.0,239.66
rural,moderate,3.0,108340.45,207.93,50.24,2.34,0.0,6.63,238.16,14.43,8.81,7.7,129.83,0.0,0.0,0.0,0.0,182.68,1.48,1185.29,mixed,,21.0,2.3,18.88,5.97,76.55,32.85,1.45,0.33,1256.51,10.35,1.72,3.0,3.0,,1.0,499.01
suburban,moderate,3.0,166831.91,103.7,173.84,12.48,0.0,0.0,,16.6,34.27,21.19,0.0,0.0,0.0,19.81,62.85,13.87,,8103.03,vegetarian,0.0,20.0,1.55,60.65,12.87,89.07,31.47,1.69,1.11,926.41,17.21,0.83,4.0,8.0,3.0,1.0,1898.29
urban,hot,6.0,36464.16,362.44,47.51,8.29,0.0,0.0,144.98,,4.13,4.06,0.0,0.0,0.0,20.6,,123.68,0.64,515.85,mixed,2.0,18.0,2.52,50.3,18.98,49.52,49.86,1.58,2.13,1328.03,126.86,1.33,4.0,1.0,1.0,0.0,557.98
suburban,hot,1.0,35685.08,191.36,18.81,20.85,0.0,0.19,0.0,13.53,0.0,0.0,938.14,0.0,,5.15,10.37,,4.03,2665.97,vegetarian,0.0,18.0,2.28,49.45,5.77,25.77,26.8,1.12,0.42,453.11,214.64,11.33,,2.0,0.0,0.0,810.1
urban,moderate,6.0,39352.48,226.33,5.75,33.19,194.76,80.17,391.83,17.48,11.19,11.23,0.0,0.0,0.0,43.46,117.27,221.69,12.07,8807.36,vegetarian,0.0,17.0,4.45,33.43,18.45,73.01,19.09,4.57,,1902.93,1.42,6.07,2.0,,0.0,,1946.85
urban,hot,2.0,38744.74,,35.24,2.69,0.0,0.0,0.0,16.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1088.81,5.52,4626.58,mixed,4.0,15.0,1.29,72.04,6.03,57.94,22.67,0.65,0.75,432.55,145.75,1.0,0.0,1.0,2.0,3.0,1299.03
urban,moderate,4.0,21532.84,297.6,140.75,6.62,0.0,0.0,0.0,,0.0,0.0,206.1,,0.0,20.57,80.15,10.73,6.09,4597.15,mixed,3.0,13.0,5.53,45.99,7.22,78.76,30.38,1.12,1.23,655.79,15.29,6.13,2.0,1.0,0.0,0.0,1251.85
suburban,moderate,3.0,33194.45,101.69,8.1,2.43,0.0,0.0,0.0,7.93,0.0,0.0,150.91,0.0,0.0,12.45,12.62,128.91,1.12,855.03,mixed,3.0,22.0,7.03,48.95,14.45,82.74,37.59,,2.09,1371.63,9.29,0.4,2.0,1.0,0.0,1.0,373.04
urban,hot,1.0,52023.08,187.43,100.98,2.83,,100.0,0.0,13.79,0.0,0.0,352.29,497.83,108.03,51.23,173.58,245.43,1.95,1562.24,mixed,2.0,14.0,0.15,55.89,2.0,,7.82,0.38,0.12,1416.68,71.56,3.17,0.0,0.0,3.0,1.0,213.06
rural,moderate,1.0,36134.95,76.61,11.28,16.79,0.0,0.0,0.0,17.86,0.0,0.0,288.8,368.21,85.52,22.76,44.17,107.14,3.6,2689.0,non_vegetarian,7.0,22.0,0.46,66.05,,60.91,4.11,0.82,1.31,748.91,21.12,3.55,1.0,0.0,1.0,1.0,778.36
urban,hot,2.0,8000.0,372.46,52.55,2.06,0.0,0.63,0.0,14.08,0.0,0.0,199.52,0.0,0.0,53.9,353.36,337.29,0.83,599.61,mixed,3.0,35.0,1.06,86.65,7.84,67.58,33.53,0.75,1.44,1199.53,262.42,0.83,1.0,2.0,1.0,1.0,645.8
urban,moderate,2.0,62441.12,170.19,78.36,11.5,0.0,3.74,0.0,16.74,0.0,0.0,0.0,0.0,0.0,63.14,69.31,120.63,0.97,771.54,non_vegetarian,9.0,,2.45,51.4,6.66,48.66,13.18,0.77,0.97,926.01,14.48,2.55,4.0,2.0,1.0,3.0,451.37
urban,hot,1.0,543599.57,181.97,7.94,4.69,0.0,0.0,0.0,18.82,0.0,0.0,0.0,0.0,0.0,34.46,126.88,64.35,1.68,1272.93,mixed,4.0,26.0,0.26,34.72,7.78,84.13,28.09,1.37,0.97,647.64,147.23,4.11,18.0,3.0,6.0,2.0,507.88
urban,hot,3.0,20845.7,392.13,16.66,7.03,0.0,0.0,663.89,18.01,19.74,17.11,0.0,0.0,0.0,21.28,177.49,15.58,2.59,2000.66,non_vegetarian,7.0,18.0,5.28,65.13,18.7,69.83,1.91,4.39,2.84,994.4,297.87,2.62,1.0,1.0,1.0,0.0,961.46
urban,moderate,1.0,70257.05,89.79,34.79,16.94,116.88,,531.4,14.17,30.65,6.86,89.41,0.0,0.0,28.13,59.25,259.1,2.05,1644.74,non_vegetarian,7.0,15.0,0.26,18.3,6.6,34.69,1.85,0.69,1.24,1350.54,1.65,4.49,2.0,2.0,1.0,,586.94
urban,cool,5.0,57363.78,275.89,78.2,5.25,0.0,5.67,0.0,15.46,0.0,0.0,,0.0,0.0,40.79,78.65,66.09,2.17,1460.41,mixed,4.0,17.0,23.59,51.28,17.55,,2.47,4.32,1.91,2184.85,1.96,57.79,2.0,3.0,0.0,1.0,689.37
urban,hot,5.0,22743.5,605.31,29.89,18.99,0.0,0.24,1265.56,16.58,44.36,31.98,373.43,0.0,0.0,36.48,213.7,3.89,0.49,342.39,non_vegetarian,1.0,23.0,17.48,64.64,19.64,56.68,24.81,4.51,1.51,1286.94,47.34,0.33,1.0,2.0,1.0,2.0,871.75
urban,hot,3.0,24876.1,270.39,24.67,7.25,50.54,16.44,537.42,18.19,15.19,14.35,0.0,0.0,0.0,54.4,86.61,41.57,9.3,6795.41,non_vegetarian,5.0,26.0,6.31,77.38,10.52,76.03,11.0,2.39,0.74,1248.0,126.46,2.11,1.0,2.0,1.0,1.0,1665.03
suburban,moderate,2.0,153312.89,138.44,78.25,6.65,74.83,60.28,251.28,15.25,8.94,7.54,463.59,0.0,0.0,12.54,102.42,137.9,2.72,1923.95,mixed,1.0,19.0,4.2,49.11,29.96,25.83,7.82,6.36,4.98,874.38,44.02,3.97,7.0,4.0,3.0,0.0,672.04
rural,cool,4.0,41092.11,391.42,250.16,0.14,0.0,5.88,881.78,16.57,28.52,24.69,208.48,1495.87,245.24,17.31,36.45,229.13,0.51,389.46,non_vegetarian,9.0,19.0,11.67,47.7,10.86,22.11,28.88,2.2,1.06,1137.72,41.15,47.25,3.0,1.0,2.0,0.0,898.9
urban,hot,1.0,47568.95,279.54,12.24,8.68,0.0,13.73,0.0,12.64,0.0,0.0,92.83,0.0,0.0,57.19,290.06,41.06,0.02,15.96,vegetarian,0.0,20.0,2.56,44.56,7.94,63.18,29.33,0.8,0.53,1210.74,65.98,,1.0,3.0,0.0,2.0,315.68
rural,moderate,7.0,8816.19,348.36,7.55,11.97,0.0,5.34,286.79,14.06,11.94,8.46,240.51,0.0,0.0,0.0,0.0,30.72,0.93,644.67,vegetarian,0.0,17.0,10.22,74.89,21.46,,8.71,4.24,1.21,1499.65,22.45,5.03,1.0,,0.0,2.0,508.06
urban,cool,2.0,78543.1,180.09,219.05,3.65,0.0,1.37,0.0,16.8,0.0,0.0,478.51,417.57,83.23,60.05,186.67,144.89,0.18,150.44,,2.0,12.0,0.39,100.0,17.25,83.85,31.08,1.71,,1085.13,19.86,,3.0,2.0,2.0,0.0,409.08
urban,moderate,4.0,89894.08,170.23,105.28,9.37,0.0,0.39,492.9,13.11,26.75,10.85,0.0,0.0,0.0,39.74,131.28,194.54,3.12,2409.73,mixed,0.0,23.0,2.66,19.23,30.95,51.44,25.75,5.09,5.13,1292.91,28.68,4.49,3.0,3.0,4.0,1.0,830.01
